2, 0180
2, 0180
2, 0180
2, 0180
2, 0180
2, 0180
2, 0180
2, 0180
5, 0180
8, 0180
12, 0180
18, 0180
23, 0180
27, 0180
32, 0180
35, 0180
39, 0180
43, 0180
46, 0180
49, 0180
53, 0180
58, 0180
62, 0180
65, 0180
68, 0180
72, 0180
76, 0180
78, 0180
80, 0180
83, 0180
86, 0180
89, 0180
92, 0180
95, 0180
98, 0180
100, 0180
102, 0180
104, 0180
106, 0180
108, 0180
111, 0180
113, 0180
116, 0180
118, 0180
120, 0180
122, 0180
123, 0180
124, 0180
126, 0180
128, 0180
130, 0180
131, 0180
133, 0180
135, 0180
136, 0180
138, 0180
139, 0180
140, 0180
142, 0180
142, 0180
144, 0180
144, 0180
146, 0180
147, 0180
148, 0180
149, 0180
150, 0180
151, 0180
152, 0180
154, 0180
155, 0180
156, 0180
157, 0180
158, 0180
159, 0180
159, 0180
160, 0180
160, 0180
160, 0180
161, 0180
162, 0180
163, 0180
164, 0180
164, 0180
164, 0180
165, 0180
166, 0180
166, 0180
166, 0180
167, 0180
167, 0180
168, 0180
168, 0180
170, 0180
170, 0180
171, 0180
171, 0180
172, 0180
172, 0180
172, 0180
172, 0180
174, 0180
174, 0180
175, 0180
176, 0180
176, 0180
176, 0180
177, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0180
178, 0360
178, 0360
180, 0360
183, 0360
189, 0360
196, 0360
201, 0360
207, 0360
210, 0360
214, 0360
217, 0360
221, 0360
225, 0360
230, 0360
234, 0360
238, 0360
242, 0360
245, 0360
248, 0360
252, 0360
255, 0360
258, 0360
261, 0360
264, 0360
267, 0360
269, 0360
272, 0360
275, 0360
278, 0360
280, 0360
283, 0360
285, 0360
287, 0360
290, 0360
292, 0360
294, 0360
296, 0360
298, 0360
300, 0360
302, 0360
303, 0360
305, 0360
307, 0360
308, 0360
310, 0360
311, 0360
314, 0360
315, 0360
316, 0360
318, 0360
320, 0360
321, 0360
322, 0360
323, 0360
324, 0360
325, 0360
326, 0360
327, 0360
328, 0360
330, 0360
330, 0360
332, 0360
334, 0360
334, 0360
335, 0360
336, 0360
337, 0360
338, 0360
339, 0360
339, 0360
340, 0360
340, 0360
341, 0360
342, 0360
342, 0360
343, 0360
344, 0360
344, 0360
344, 0360
346, 0360
346, 0360
346, 0360
346, 0360
347, 0360
348, 0360
348, 0360
349, 0360
350, 0360
350, 0360
350, 0360
351, 0360
352, 0360
352, 0360
353, 0360
354, 0360
354, 0360
354, 0360
355, 0360
355, 0360
356, 0360
356, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0360
358, 0540
358, 0540
360, 0540
364, 0540
368, 0540
374, 0540
380, 0540
385, 0540
391, 0540
395, 0540
398, 0540
402, 0540
405, 0540
408, 0540
412, 0540
416, 0540
